"TIPO_DATO_AVQ","Tipo dato","MISURA_AVQ","Misura","SEXISTAT1","Sesso","ETA1","Classe di età","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"3_SPORT_CONT","in modo continuativo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y15-17","15-17 anni","2010","2010",39,,
"3_SPORT_CONT","in modo continuativo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y15-17","15-17 anni","2011","2011",40.9,,
"3_SPORT_CONT","in modo continuativo","THV","valori in migliaia","1","maschi","Y11-14","11-14 anni","2010","2010",774,,
"3_SPORT_CONT","in modo continuativo","THV","valori in migliaia","1","maschi","Y11-14","11-14 anni","2011","2011",703,,
"3_SPORT_CONT","in modo continuativo","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y11-14","11-14 anni","2010","2010",57.5,,
"3_SPORT_CONT","in modo continuativo","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y11-14","11-14 anni","2011","2011",56.4,,
"3_PHYS_ACTIV","solo qualche attività fisica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y6-10","6-10 anni","2010","2010",13.4,,
"3_PHYS_ACTIV","solo qualche attività fisica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y6-10","6-10 anni","2011","2011",15.7,,
"3_NEV_SPORT","non praticano sport, né attività fisica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y11-14","11-14 anni","2010","2010",22,,
"3_NEV_SPORT","non praticano sport, né attività fisica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y11-14","11-14 anni","2011","2011",19.6,,
"3_PHYS_ACTIV","solo qualche attività fisica","THV","valori in migliaia","2","femmine","Y18-19","18-19 anni","2010","2010",146,,
"3_PHYS_ACTIV","solo qualche attività fisica","THV","valori in migliaia","2","femmine","Y18-19","18-19 anni","2011","2011",158,,
"3_SPORT_CONT","in modo continuativo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2010","2010",12.7,,
"3_SPORT_CONT","in modo continuativo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2011","2011",11.4,,
"3_PHYS_ACTIV","solo qualche attività fisica","THV","valori in migliaia","9","totale","Y15-17","15-17 anni","2010","2010",315,,
"3_PHYS_ACTIV","solo qualche attività fisica","THV","valori in migliaia","9","totale","Y15-17","15-17 anni","2011","2011",293,,
"3_NEV_SPORT","non praticano sport, né attività fisica","THV","valori in migliaia","1","maschi","Y45-54","45-54 anni","2010","2010",1451,,
"3_NEV_SPORT","non praticano sport, né attività fisica","THV","valori in migliaia","1","maschi","Y45-54","45-54 anni","2011","2011",1640,,
"3_PHYS_ACTIV","solo qualche attività fisica","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2010","2010",2372,,
"3_PHYS_ACTIV","solo qualche attività fisica","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2011","2011",2326,,
"3_SPORT_CONT","in modo continuativo","THV","valori in migliaia","2","femmine","Y45-54","45-54 anni","2010","2010",629,,
"3_SPORT_CONT","in modo continuativo","THV","valori in migliaia","2","femmine","Y45-54","45-54 anni","2011","2011",641,,
"3_NEV_SPORT","non praticano sport, né attività fisica","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2010","2010",1315,,
"3_NEV_SPORT","non praticano sport, né attività fisica","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2011","2011",1311,,
"3_NEV_SPORT","non praticano sport, né attività fisica","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y65-74","65-74 anni","2010","2010",40.6,,
"3_NEV_SPORT","non praticano sport, né attività fisica","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y65-74","65-74 anni","2011","2011",41.2,,
"3_PHYS_ACTIV","solo qualche attività fisica","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2010","2010",1860,,
"3_PHYS_ACTIV","solo qualche attività fisica","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2011","2011",1823,,
"3_SPORT_OCCAS","in modo saltuario","THV","valori in migliaia","1","maschi","Y65-74","65-74 anni","2010","2010",190,,
"3_SPORT_OCCAS","in modo saltuario","THV","valori in migliaia","1","maschi","Y65-74","65-74 anni","2011","2011",197,,
"3_SPORT_OCCAS","in modo saltuario","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2010","2010",15.3,,
"3_SPORT_OCCAS","in modo saltuario","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2011","2011",17.7,,
"3_SPORT_OCCAS","in modo saltuario","THV","valori in migliaia","9","totale","Y3-5","3-5 anni","2010","2010",83,,
"3_SPORT_OCCAS","in modo saltuario","THV","valori in migliaia","9","totale","Y3-5","3-5 anni","2011","2011",61,,
"3_SPORT_CONT","in modo continuativo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y65-74","65-74 anni","2010","2010",8.5,,
"3_SPORT_CONT","in modo continuativo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y65-74","65-74 anni","2011","2011",8.7,,
"3_PHYS_ACTIV","solo qualche attività fisica","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","2010","2010",37.6,,
"3_PHYS_ACTIV","solo qualche attività fisica","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","2011","2011",37.2,,
"3_SPORT_CONT","in modo continuativo","THV","valori in migliaia","1","maschi","Y3-5","3-5 anni","2010","2010",179,,
"3_SPORT_CONT","in modo continuativo","THV","valori in migliaia","1","maschi","Y3-5","3-5 anni","2011","2011",166,,
"3_PHYS_ACTIV","solo qualche attività fisica","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2010","2010",1686,,
"3_PHYS_ACTIV","solo qualche attività fisica","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2011","2011",1482,,
"3_PHYS_ACTIV","solo qualche attività fisica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y20-24","20-24 anni","2010","2010",26.6,,
"3_PHYS_ACTIV","solo qualche attività fisica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y20-24","20-24 anni","2011","2011",27.6,,
"3_SPORT_OCCAS","in modo saltuario","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2010","2010",114,,
"3_SPORT_OCCAS","in modo saltuario","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2011","2011",104,,
"3_PHYS_ACTIV","solo qualche attività fisica","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2010","2010",1347,,
"3_PHYS_ACTIV","solo qualche attività fisica","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2011","2011",1280,,
"3_NEV_SPORT","non praticano sport, né attività fisica","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2010","2010",36.1,,
"3_NEV_SPORT","non praticano sport, né attività fisica","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2011","2011",40.6,,
"3_PHYS_ACTIV","solo qualche attività fisica","THV","valori in migliaia","9","totale","Y6-10","6-10 anni","2010","2010",385,,
"3_PHYS_ACTIV","solo qualche attività fisica","THV","valori in migliaia","9","totale","Y6-10","6-10 anni","2011","2011",376,,
"3_SPORT_OCCAS","in modo saltuario","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2010","2010",201,,
"3_SPORT_OCCAS","in modo saltuario","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2011","2011",202,,
"3_SPORT_CONT","in modo continuativo","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2010","2010",395,,
"3_SPORT_CONT","in modo continuativo","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2011","2011",362,,
"3_NEV_SPORT","non praticano sport, né attività fisica","THV","valori in migliaia","1","maschi","Y20-24","20-24 anni","2010","2010",353,,
"3_NEV_SPORT","non praticano sport, né attività fisica","THV","valori in migliaia","1","maschi","Y20-24","20-24 anni","2011","2011",322,,
"3_SPORT_CONT","in modo continuativo","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y15-17","15-17 anni","2010","2010",55.5,,
"3_SPORT_CONT","in modo continuativo","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y15-17","15-17 anni","2011","2011",51.9,,
"3_PHYS_ACTIV","solo qualche attività fisica","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y55-59","55-59 anni","2010","2010",36.2,,
"3_PHYS_ACTIV","solo qualche attività fisica","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y55-59","55-59 anni","2011","2011",34.1,,
"3_PHYS_ACTIV","solo qualche attività fisica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2010","2010",33.3,,
"3_PHYS_ACTIV","solo qualche attività fisica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2011","2011",30.9,,
"3_PHYS_ACTIV","solo qualche attività fisica","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y18-19","18-19 anni","2010","2010",20.6,,
